"gene_id","variance"
"MSTRG.16401",1.46806667138133
"MSTRG.19992",1.46619334651027
"MSTRG.19591",1.46432563896089
"MSTRG.22932",1.46384675189618
"MSTRG.37125",1.46062247882514
"MSTRG.1482",1.45887675981215
"MSTRG.2339",1.4586139320508
"MSTRG.1220",1.45812496656172
"MSTRG.28537",1.4578955129245
"MSTRG.22104",1.45713237722183
"MSTRG.17655",1.45309266763925
"MSTRG.3993",1.4527814764665
"MSTRG.13843",1.4526574304448
"MSTRG.2877",1.44888058593972
"MSTRG.12427",1.4485791212176
"MSTRG.31041",1.44475209858691
"MSTRG.38110",1.44334270578619
"MSTRG.18936",1.44182011287023
"MSTRG.31293",1.44117982147665
"MSTRG.27976",1.44057519561528
"MSTRG.22861",1.4404246928198
"MSTRG.21936",1.43879680895953
"MSTRG.30917",1.43533997789202
"MSTRG.23198",1.43528126376653
"MSTRG.25616",1.4349749942989
"MSTRG.5023",1.43487979700429
"MSTRG.18630",1.43417217241552
"MSTRG.12838",1.43380930834845
"MSTRG.23671",1.43121855885367
"MSTRG.13697",1.42898374125343
"MSTRG.24276",1.42693850424285
"MSTRG.1939",1.42595064130949
"MSTRG.12742",1.42594389903492
"MSTRG.2715",1.42547253829712
"MSTRG.5535",1.42512536723945
"MSTRG.10602",1.42253592553966
"MSTRG.5810",1.42007694442193
"MSTRG.8622",1.41828676507434
"MSTRG.7417",1.41541247268205
"MSTRG.21251",1.41180724686969
"MSTRG.198",1.41075628009968
"MSTRG.21527",1.40882351970936
"MSTRG.5438",1.40790567846745
"MSTRG.27800",1.40723035297875
"MSTRG.33160",1.40633719342116
"MSTRG.34601",1.40545360015373
"MSTRG.11387",1.40482695257514
"MSTRG.9538",1.40366302588105
"MSTRG.10235",1.40210152327655
"MSTRG.25424",1.40202044824472
"MSTRG.17496",1.40183346875965
"MSTRG.25624",1.40129782657753
"MSTRG.26943",1.40097549162604
"MSTRG.17226",1.40058951426227
"MSTRG.28874",1.395812205179
"MSTRG.19016",1.39527065842261
"MSTRG.13791",1.39427773072634
"MSTRG.4940",1.39338008776066
"MSTRG.19017",1.39256607277752
